alpha-3,month,temperatureHigh,temperatureLow,uvIndex,avg_temp
JPN,03,52.92741935483871,29.565161290322585,4.741935483870968,41.24629032258064
JPN,04,57.544500000000006,33.013999999999996,5.35,45.279250000000005
JPN,12,44.96,21.73,3.0,33.345
KAZ,01,21.73677419354839,11.229032258064517,1.0,16.482903225806446
KAZ,02,29.167931034482763,15.384482758620686,1.4482758620689655,22.276206896551727
KAZ,03,41.21451612903226,20.15709677419355,3.161290322580645,30.685806451612898
KAZ,04,60.08649999999999,38.86749999999999,4.05,49.477000000000004
KAZ,12,31.2,17.02,1.0,24.11
KEN,01,81.69483870967738,65.68290322580646,8.838709677419354,73.68887096774193
KEN,02,84.3496551724138,66.9244827586207,9.758620689655173,75.63706896551726
KEN,03,84.66774193548385,67.76129032258065,7.67741935483871,76.21451612903225
KEN,04,83.55800000000002,67.068,8.45,75.31299999999999
KEN,12,85.07,65.77,11.0,75.41999999999999
KGZ,01,19.859032258064524,3.1106451612903228,1.6451612903225807,11.48483870967742
KGZ,02,28.19,11.466551724137933,2.9310344827586206,19.828275862068963
KGZ,03,40.989677419354834,23.611935483870965,4.354838709677419,32.30080645161291
KGZ,04,57.345000000000006,34.974,5.9,46.159499999999994
KGZ,12,22.57,3.97,1.0,13.27
KHM,01,93.58193548387096,70.76741935483872,8.290322580645162,82.17467741935486
KHM,02,95.65689655172415,70.99379310344828,9.89655172413793,83.32534482758624
KHM,03,98.56870967741939,75.57903225806453,9.935483870967742,87.07387096774194
KHM,04,94.89649999999999,76.83500000000001,9.0,85.86575
KHM,12,94.74,73.42,5.0,84.08
KOR,01,45.04064516129033,28.894516129032265,2.3870967741935485,36.96758064516129
KOR,02,47.97655172413791,28.92620689655173,3.3448275862068964,38.451379310344834
KOR,03,57.53032258064515,35.00096774193548,5.0,46.26564516129034
KOR,04,61.24250000000002,37.87150000000002,5.4,49.557
KOR,12,42.1,22.98,3.0,32.54
KWT,01,68.57225806451613,49.54064516129033,4.0,59.05645161290321
KWT,02,72.37482758620688,52.02310344827586,5.448275862068965,62.198965517241376
KWT,03,79.9174193548387,59.77032258064515,6.967741935483871,69.84387096774194
KWT,04,88.5975,68.00499999999998,8.55,78.30125
KWT,12,68.51,49.54,3.0,59.025000000000006
LBN,01,45.0441935483871,34.00838709677419,2.7096774193548385,39.526290322580635
LBN,02,47.38862068965516,34.70586206896552,3.896551724137931,41.04724137931034
LBN,03,55.33354838709677,40.33096774193548,5.387096774193548,47.832258064516125
LBN,04,61.782000000000004,43.81799999999999,6.25,52.8
LBN,12,46.32,35.27,2.0,40.795
LBR,01,96.08258064516129,68.82032258064515,8.935483870967742,82.45145161290323
LBR,02,96.92689655172413,70.74344827586206,9.482758620689655,83.8351724137931
LBR,03,91.6658064516129,72.27258064516127,7.67741935483871,81.96919354838707
LBR,04,90.0090476190476,72.16999999999999,7.380952380952381,81.08952380952383
LCA,01,80.26483870967745,73.05612903225806,8.03225806451613,76.66048387096774
LCA,02,79.74517241379311,72.83206896551722,9.172413793103448,76.28862068965518
LCA,03,80.17129032258066,72.42741935483872,10.580645161290322,76.2993548387097
LCA,04,82.8905,74.41300000000001,9.9,78.65175000000002
LCA,12,81.75,73.44,8.0,77.595
LIE,01,37.450645161290325,25.513870967741934,1.064516129032258,31.48225806451613
LIE,02,36.73137931034483,24.60206896551724,1.896551724137931,30.66672413793104
LIE,03,38.253548387096764,23.505161290322583,3.193548387096774,30.879354838709677
LIE,04,55.15200000000001,35.33899999999999,5.4,45.2455
LIE,12,37.7,25.24,1.0,31.47
LKA,01,79.72903225806452,61.125806451612924,8.096774193548388,70.4274193548387
LKA,02,79.97103448275863,61.97310344827587,8.89655172413793,70.97206896551722
LKA,03,85.78612903225807,61.592903225806445,10.548387096774194,73.68951612903226
LKA,04,86.42799999999998,63.984,11.0,75.20599999999999
LKA,12,81.49,64.64,6.0,73.065
LTU,01,41.23,34.17096774193548,0.2903225806451613,37.70048387096772
LTU,02,42.04034482758621,32.01103448275862,1.0,37.02568965517242
LTU,03,47.28290322580646,31.744193548387095,1.8387096774193548,39.51354838709677
LTU,04,54.55149999999999,35.172000000000004,3.6,44.86175
LTU,12,40.69,37.78,0.0,39.235
LUX,01,44.836129032258064,35.6841935483871,1.0,40.26016129032258
LUX,02,47.04068965517242,36.91965517241379,1.3793103448275863,41.9801724137931
LUX,03,51.13774193548387,35.084193548387105,2.7096774193548385,43.11096774193549
LUX,04,65.8785,42.92,4.9,54.39925000000001
LUX,12,36.07,28.18,1.0,32.125
LVA,01,40.61193548387096,34.455806451612894,0.06451612903225806,37.533870967741926
LVA,02,40.31,32.46068965517241,0.8275862068965517,36.3853448275862
LVA,03,45.52677419354838,31.290967741935482,1.6774193548387097,38.40887096774193
LVA,04,50.411,36.035500000000006,3.05,43.22325
LVA,12,39.01,35.99,0.0,37.5
MAR,01,66.16290322580646,41.14774193548388,3.5161290322580645,53.655322580645155
MAR,02,76.76724137931035,49.288620689655176,5.344827586206897,63.02793103448276
MAR,03,70.42193548387097,47.2316129032258,6.096774193548387,58.82677419354838
MAR,04,74.534,51.0415,6.75,62.78775000000002
MAR,12,69.8,44.6,4.0,57.2
MCO,01,57.822903225806456,48.56935483870968,1.2258064516129032,53.196129032258064
MCO,02,59.888965517241374,49.861724137931034,2.7241379310344827,54.87534482758621
MCO,03,58.743870967741934,49.29419354838709,3.3548387096774195,54.019032258064534
MCO,04,64.43200000000002,55.0865,5.4,59.759249999999994
MCO,12,56.85,48.91,1.0,52.879999999999995
MDA,01,41.61,26.81645161290323,1.0,34.21322580645161
MDA,02,49.14896551724135,32.65620689655173,1.6206896551724137,40.90258620689657
MDA,03,58.06258064516128,37.5235483870968,2.903225806451613,47.79306451612902
MDA,04,65.33749999999999,38.817499999999995,4.6,52.07750000000001
MDA,12,38.17,21.69,1.0,29.93
MDV,01,84.96129032258064,80.15677419354839,8.64516129032258,82.55903225806452
MDV,02,85.5251724137931,80.47620689655174,9.379310344827585,83.00068965517241
MDV,03,86.65709677419359,81.42129032258066,10.774193548387096,84.0391935483871
MDV,04,87.51999999999998,82.2365,9.45,84.87825000000001
MDV,12,85.23,80.3,9.0,82.765
MEX,01,69.05677419354838,40.38774193548387,6.096774193548387,54.72225806451614
MEX,02,75.57,43.586551724137934,7.896551724137931,59.57827586206897
MEX,03,82.60580645161289,51.16580645161291,10.193548387096774,66.88580645161291
MEX,04,86.184,48.4305,11.9,67.30724999999998
MEX,12,67.94,47.64,5.0,57.79
MKD,01,46.5041935483871,29.261612903225803,1.6774193548387097,37.88290322580646
MKD,02,55.45482758620689,33.39758620689655,2.9310344827586206,44.426206896551726
MKD,03,57.82322580645163,38.50935483870967,3.5806451612903225,48.16629032258063
MKD,04,66.154,42.6715,5.3,54.41275
MKD,12,43.99,26.93,1.0,35.46
MLT,01,60.41354838709676,54.55806451612903,2.2903225806451615,57.485806451612895
MLT,02,61.67551724137932,55.48241379310344,4.310344827586207,58.57896551724138
MLT,03,61.45419354838712,54.79096774193549,4.774193548387097,58.122580645161285
MLT,04,64.65599999999999,57.7025,6.35,61.17925
MLT,12,58.11,53.75,2.0,55.93
MNE,01,49.441935483870985,35.612258064516126,1.6129032258064515,42.52709677419355
MNE,02,50.539655172413795,36.3255172413793,2.586206896551724,43.432586206896545
MNE,03,53.674516129032256,38.63354838709678,3.6451612903225805,46.15403225806451
MNE,04,62.265999999999984,43.965999999999994,5.55,53.116
MNE,12,45.49,28.76,1.0,37.125
MNG,01,20.71354838709678,1.3229032258064517,1.0,11.018225806451612
MNG,02,27.768275862068965,6.600344827586209,1.7586206896551724,17.18431034482759
MNG,03,36.93806451612903,14.646774193548385,3.3225806451612905,25.79241935483871
MNG,04,52.25849999999999,25.392000000000003,4.75,38.82525
MNG,12,22.08,9.19,1.0,15.634999999999998
MRT,01,77.16612903225807,47.364516129032275,6.290322580645161,62.265322580645154
MRT,02,83.81172413793102,50.37689655172414,7.586206896551724,67.09431034482758
MRT,03,94.76064516129034,60.38709677419353,9.935483870967742,77.57387096774195
MRT,04,102.454,69.113,10.5,85.78349999999999
MRT,12,61.81,35.54,7.0,48.675
MTQ,01,84.05354838709677,74.05064516129033,7.354838709677419,79.05209677419354
MTQ,02,83.36241379310346,73.91379310344827,8.482758620689655,78.63810344827586
MTQ,03,83.37290322580644,73.44032258064514,9.903225806451612,78.4066129032258
MTQ,04,85.69649999999999,75.49149999999999,9.35,80.59400000000002
MTQ,12,84.87,74.2,8.0,79.535
MUS,01,85.44999999999999,75.11709677419356,8.612903225806452,80.28354838709676
MUS,02,86.8644827586207,75.15344827586206,10.413793103448276,81.00896551724136
MUS,03,86.26806451612902,75.34483870967742,8.580645161290322,80.80645161290322
MUS,04,85.06249999999999,73.673,8.35,79.36775000000002
MUS,12,86.66,75.32,10.0,80.99
MYS,01,82.8858064516129,71.01548387096774,7.354838709677419,76.9506451612903
MYS,02,81.77413793103446,70.59103448275863,6.551724137931035,76.18258620689656
MYS,03,84.30903225806448,70.65387096774194,7.516129032258065,77.48145161290321
MYS,04,85.79,71.1985,8.35,78.49425
MYS,12,81.97,69.75,6.0,75.86
MYT,01,83.20806451612903,78.03354838709676,7.516129032258065,80.62080645161289
MYT,02,84.09931034482759,78.58793103448275,9.068965517241379,81.3436206896552
MYT,03,84.32032258064515,78.7883870967742,9.0,81.55435483870967
MYT,04,83.716,77.917,8.95,80.8165
MYT,12,83.84,79.64,6.0,81.74000000000001
NAM,01,93.67612903225806,67.37774193548385,12.419354838709678,80.52693548387099
NAM,02,86.87965517241379,65.86241379310346,10.310344827586206,76.37103448275862
NAM,03,86.86483870967744,61.99129032258065,10.935483870967742,74.42806451612903
NAM,04,86.7465,58.33949999999999,9.45,72.543
NAM,12,91.85,67.59,6.0,79.72
NGA,01,96.2348387096774,64.0648387096774,9.548387096774194,80.14983870967738
NGA,02,98.43344827586208,66.58793103448275,9.586206896551724,82.51068965517241
NGA,03,99.4941935483871,72.19935483870967,8.67741935483871,85.84677419354837
NGA,04,96.90149999999998,74.569,7.75,85.73525
NGA,12,95.07,58.95,11.0,77.00999999999999
NLD,01,72.36634408602151,64.76860215053765,5.655913978494624,68.56747311827955
NLD,02,72.84839080459771,64.32816091954022,6.747126436781609,68.58827586206894
NLD,03,73.87032258064518,63.57892473118281,7.752688172043011,68.72462365591402
NLD,04,79.07349999999998,66.69350000000003,7.916666666666667,72.88350000000001
NLD,12,70.14,61.970000000000006,4.333333333333333,66.05499999999999
NOR,01,33.56612903225807,23.771612903225805,0.0,28.66887096774193
NOR,02,32.14448275862069,18.462068965517243,0.6206896551724138,25.30327586206897
NOR,03,36.80419354838709,19.147741935483868,1.3870967741935485,27.97596774193549
NOR,04,42.5755,24.447,3.5,33.511250000000004
NOR,12,35.84,32.38,0.0,34.11
NPL,01,71.2967741935484,49.909354838709675,4.516129032258065,60.603064516129024
NPL,02,75.94793103448276,52.271724137931024,5.896551724137931,64.10982758620689
NPL,03,83.77032258064517,57.19612903225808,7.967741935483871,70.48322580645161
NPL,04,88.792,62.638,9.0,75.71499999999999
NPL,12,71.88,51.63,3.0,61.754999999999995
NZL,01,66.2909677419355,59.23612903225805,7.870967741935484,62.76354838709677
NZL,02,67.87344827586206,60.382068965517234,7.103448275862069,64.12775862068965
NZL,03,64.34193548387097,56.64032258064518,5.612903225806452,60.49112903225806
NZL,04,62.2755,54.8085,3.85,58.541999999999994
NZL,12,64.17,59.9,8.0,62.035
OMN,01,80.76677419354839,56.86516129032257,7.032258064516129,68.81596774193545
OMN,02,87.3651724137931,57.28241379310345,8.137931034482758,72.32379310344825
OMN,03,90.42999999999998,62.41870967741935,9.419354838709678,76.42435483870968
OMN,04,100.15050000000004,72.33049999999999,10.45,86.24050000000001
OMN,12,83.28,57.05,6.0,70.16499999999999
PAK,01,53.98709677419355,31.340967741935486,4.0,42.664032258064516
PAK,02,67.9455172413793,38.84655172413793,5.9655172413793105,53.39603448275863
PAK,03,66.17838709677419,45.98774193548387,6.741935483870968,56.08306451612902
PAK,04,80.50299999999997,54.44499999999999,8.35,67.474
PAK,12,55.54,31.73,2.0,43.635
PAN,01,74.05451612903225,63.43032258064516,8.483870967741936,68.74241935483869
PAN,02,74.10275862068966,63.3851724137931,9.379310344827585,68.74396551724139
PAN,03,75.46161290322581,62.779999999999994,10.483870967741936,69.12080645161294
PAN,04,78.56,64.5845,9.65,71.57225
PAN,12,70.94,62.95,8.0,66.945
PER,01,89.27096774193548,72.09032258064516,7.741935483870968,80.68064516129033
PER,02,88.33620689655172,71.85448275862069,7.758620689655173,80.0953448275862
PER,03,88.89354838709679,71.03290322580645,8.419354838709678,79.9632258064516
PER,04,88.18249999999999,70.59250000000002,7.9,79.38749999999999
PER,12,90.8,73.94,7.0,82.37
PHL,01,82.73677419354837,76.76451612903226,7.096774193548387,79.75064516129034
PHL,02,82.57344827586206,76.14620689655175,9.275862068965518,79.35982758620688
PHL,03,84.4683870967742,78.30935483870968,10.709677419354838,81.38887096774194
PHL,04,86.38750000000002,79.93249999999999,10.1,83.16000000000001
PHL,12,85.15,78.9,7.0,82.025
POL,01,41.6916129032258,33.42225806451613,0.7741935483870968,37.55693548387097
POL,02,45.84620689655171,35.44034482758621,1.0,40.64327586206896
POL,03,50.09612903225806,33.34516129032258,2.161290322580645,41.72064516129032
POL,04,60.3085,37.37500000000001,4.6,48.84175
POL,12,37.76,28.48,0.0,33.12
PRI,01,72.57548387096774,61.11580645161292,6.483870967741935,66.8456451612903
PRI,02,73.70862068965519,60.81862068965517,7.931034482758621,67.26362068965517
PRI,03,72.6209677419355,60.47387096774193,8.225806451612904,66.54741935483871
PRI,04,76.70849999999999,62.394499999999994,9.2,69.5515
PRI,12,74.6,63.43,7.0,69.015
PRT,01,59.719032258064516,42.64451612903227,1.935483870967742,51.18177419354838
PRT,02,67.07758620689654,44.598620689655164,3.3448275862068964,55.83810344827584
PRT,03,65.71187499999999,45.038124999999994,4.5,55.37499999999999
PRT,04,65.92150000000001,49.867999999999995,4.85,57.89475
PRY,01,95.02677419354839,74.21451612903226,9.838709677419354,84.62064516129031
PRY,02,96.0410344827586,73.52,10.620689655172415,84.78051724137934
PRY,03,98.21645161290321,71.88580645161294,9.580645161290322,85.05112903225806
PRY,04,86.652,57.94599999999999,8.2,72.29899999999999
PRY,12,97.51,74.11,6.0,85.81
QAT,01,73.47967741935484,54.676129032258075,5.32258064516129,64.07790322580647
QAT,02,79.73896551724137,55.812413793103445,6.448275862068965,67.7756896551724
QAT,03,85.76419354838711,59.933870967741946,8.387096774193548,72.84903225806451
QAT,04,93.56649999999999,70.161,7.85,81.86375
QAT,12,77.38,59.24,5.0,68.31
REU,01,70.15258064516128,60.20387096774192,8.67741935483871,65.17822580645161
REU,02,70.87448275862066,60.304827586206926,10.068965517241379,65.58965517241377
REU,03,70.28935483870968,60.66096774193547,8.709677419354838,65.47516129032263
REU,04,69.89,58.14450000000001,8.4,64.01724999999999
REU,12,72.84,60.83,12.0,66.83500000000001
ROU,01,36.64387096774195,22.702258064516126,1.096774193548387,29.67306451612903
ROU,02,44.66310344827587,28.63931034482759,1.896551724137931,36.65120689655173
ROU,03,53.46516129032258,33.56354838709678,3.161290322580645,43.514354838709686
ROU,04,62.687500000000014,36.088499999999996,5.15,49.388
ROU,12,31.83,24.1,1.0,27.965
RUS,01,13.796774193548382,4.189354838709676,0.0,8.993064516129031
RUS,02,19.27413793103448,8.445517241379312,0.5862068965517241,13.859827586206894
RUS,03,30.056129032258056,19.710000000000004,1.096774193548387,24.883064516129025
RUS,04,48.70649999999999,30.521499999999993,2.55,39.614
RUS,12,9.01,8.02,0.0,8.515
RWA,01,78.3074193548387,58.83677419354838,8.0,68.57209677419355
RWA,02,80.4765517241379,58.62482758620689,10.068965517241379,69.55068965517242
RWA,03,77.64935483870967,58.27516129032258,8.096774193548388,67.96225806451612
RWA,04,76.78899999999999,59.632000000000005,7.3,68.2105
RWA,12,81.5,56.67,11.0,69.08500000000001
SAU,01,70.0525806451613,45.69064516129032,6.0,57.871612903225824
SAU,02,79.46689655172413,51.18862068965517,7.551724137931035,65.32775862068966
SAU,03,84.57483870967742,55.010322580645166,9.67741935483871,69.7925806451613
SAU,04,91.15249999999999,65.91350000000001,9.7,78.533
SAU,12,77.91,58.39,6.0,68.15
SDN,01,86.19387096774192,54.220645161290314,9.32258064516129,70.20725806451614
SDN,02,91.12482758620689,59.32862068965519,10.275862068965518,75.22672413793101
SDN,03,101.10903225806452,66.15322580645162,10.064516129032258,83.63112903225807
SDN,04,102.85400000000001,69.17699999999999,10.55,86.0155
SDN,12,93.02,62.13,7.0,77.575
SEN,01,96.15032258064515,66.66451612903225,7.032258064516129,81.40741935483871
SEN,02,103.77103448275862,71.87896551724138,8.931034482758621,87.825
SEN,03,104.86032258064517,70.62612903225806,10.451612903225806,87.7432258064516
SEN,04,107.33190476190472,74.33476190476189,10.904761904761905,90.83333333333333
SGP,01,88.56806451612901,77.2716129032258,7.741935483870968,82.9198387096774
SGP,02,89.08310344827586,77.40758620689655,8.241379310344827,83.24534482758621
SGP,03,90.01903225806451,78.73161290322581,8.35483870967742,84.37532258064519
SGP,04,90.7505,79.712,8.75,85.23124999999999
SGP,12,89.17,76.9,9.0,83.035
SMR,01,48.63064516129033,37.127741935483854,1.2258064516129032,42.87919354838711
SMR,02,55.85586206896552,40.95862068965517,2.5517241379310347,48.40724137931034
SMR,03,51.32645161290322,38.94548387096775,3.5161290322580645,45.13596774193548
SMR,04,61.24100000000001,45.17900000000001,5.5,53.209999999999994
SMR,12,48.86,33.77,1.0,41.315
SOM,01,93.1641935483871,70.15161290322581,9.064516129032258,81.65790322580646
SOM,02,96.38724137931034,67.47275862068966,9.551724137931034,81.93
SOM,03,97.5816129032258,72.90645161290323,9.32258064516129,85.24403225806451
SOM,04,96.98399999999998,75.869,8.95,86.4265
SOM,12,92.56,72.81,6.0,82.685
SRB,01,43.60387096774194,27.824516129032254,1.2580645161290323,35.714193548387094
SRB,02,52.230000000000004,33.476896551724145,2.1724137931034484,42.853448275862085
SRB,03,54.70451612903226,36.7816129032258,3.2580645161290325,45.74306451612902
SRB,04,65.78099999999999,42.042,5.15,53.91149999999999
SRB,12,37.01,26.21,1.0,31.61
SUR,01,87.78548387096774,70.64838709677419,7.741935483870968,79.21693548387097
SUR,02,89.07482758620688,70.10241379310345,7.724137931034483,79.58862068965516
SUR,03,91.22999999999999,71.12193548387096,8.129032258064516,81.1759677419355
SUR,04,87.376,71.87899999999999,7.0,79.62750000000003
SUR,12,85.73,67.41,6.0,76.57
SVK,01,33.479354838709675,22.248387096774195,1.0,27.86387096774193
SVK,02,36.22517241379311,25.945172413793102,1.6551724137931034,31.0851724137931
SVK,03,42.33258064516127,27.805161290322584,2.935483870967742,35.06887096774194
SVK,04,55.673,33.035999999999994,5.3,44.354499999999994
SVK,12,35.11,21.02,1.0,28.064999999999998
SVN,01,46.00064516129033,29.75129032258065,1.064516129032258,37.87596774193549
SVN,02,52.12206896551725,34.86206896551724,2.0344827586206895,43.49206896551724
SVN,03,53.3783870967742,34.30967741935485,3.161290322580645,43.84403225806452
SVN,04,66.77149999999999,40.728500000000004,5.2,53.75
SVN,12,41.16,25.24,1.0,33.199999999999996
SWE,01,36.40838709677419,28.695806451612906,0.0,32.552096774193544
SWE,02,34.01344827586206,20.823103448275862,0.20689655172413793,27.418275862068967
SWE,03,37.701290322580654,24.50193548387097,1.1290322580645162,31.101612903225806
SWE,04,43.428000000000004,30.162000000000006,2.75,36.79500000000001
SWE,12,42.66,38.16,0.0,40.41
SWZ,01,89.10451612903226,66.41290322580643,9.741935483870968,77.75870967741936
SWZ,02,86.05931034482758,65.10482758620691,9.586206896551724,75.58206896551722
SWZ,03,86.1032258064516,62.68161290322581,8.35483870967742,74.3924193548387
SWZ,04,81.6875,61.37199999999998,6.75,71.52974999999998
SWZ,12,87.77,69.44,6.0,78.60499999999999
SYC,01,81.0551612903226,76.39774193548388,8.483870967741936,78.72645161290322
SYC,02,81.95758620689654,77.4737931034483,9.724137931034482,79.7156896551724
SYC,03,82.9074193548387,77.63935483870968,9.548387096774194,80.27338709677416
SYC,04,83.1505,78.24600000000001,8.65,80.69825
SYC,12,81.94,76.77,13.0,79.35499999999999
TGO,01,95.06774193548387,66.23032258064515,9.612903225806452,80.6490322580645
TGO,02,98.53896551724138,67.19620689655173,10.620689655172415,82.86758620689655
TGO,03,95.37870967741937,72.50612903225804,8.35483870967742,83.94241935483869
TGO,04,94.53476190476188,72.76095238095238,8.714285714285714,83.64785714285715
THA,01,97.49354838709677,70.19806451612901,8.096774193548388,83.84580645161289
THA,02,98.31862068965516,71.03689655172414,9.10344827586207,84.67775862068966
THA,03,100.99483870967741,77.22709677419354,10.35483870967742,89.1109677419355
THA,04,99.35300000000001,78.41499999999999,9.8,88.88400000000003
THA,12,92.61,72.47,6.0,82.53999999999999
TTO,01,82.69451612903225,70.1374193548387,7.903225806451613,76.41596774193549
TTO,02,83.07655172413797,70.32448275862068,9.344827586206897,76.7005172413793
TTO,03,83.45838709677419,70.0790322580645,9.451612903225806,76.76870967741935
TTO,04,85.97350000000002,72.40200000000002,7.9,79.18775000000001
TTO,12,84.62,71.01,8.0,77.815
TUN,01,67.64516129032258,45.81064516129033,3.0,56.72790322580645
TUN,02,74.13965517241378,48.17448275862068,4.586206896551724,61.157068965517254
TUN,03,73.90193548387096,52.06677419354839,5.67741935483871,62.98435483870968
TUN,04,80.80749999999998,58.9345,5.95,69.87100000000001
TUN,12,62.39,39.65,3.0,51.019999999999996
TUR,01,40.52354838709677,23.527096774193545,1.903225806451613,32.02532258064517
TUR,02,40.364827586206886,23.58344827586207,3.103448275862069,31.97413793103448
TUR,03,55.71612903225806,34.34225806451612,4.193548387096774,45.0291935483871
TUR,04,61.53599999999998,37.052,5.4,49.294
TUR,12,40.21,26.66,1.0,33.435
TWN,01,66.94225806451611,45.952903225806466,6.741935483870968,56.447580645161295
TWN,02,68.18103448275862,47.82137931034481,8.344827586206897,58.00120689655172
TWN,03,70.3796774193548,52.68677419354839,9.096774193548388,61.53322580645164
TWN,04,70.68750000000003,52.53649999999999,9.15,61.61199999999998
TWN,12,66.93,46.31,7.0,56.620000000000005
TZA,01,79.5151612903226,64.21548387096776,7.419354838709677,71.86532258064517
TZA,02,82.29517241379308,63.88931034482759,8.551724137931034,73.09224137931035
TZA,03,79.8041935483871,63.6358064516129,7.258064516129032,71.72
TZA,04,80.36249999999998,63.260500000000015,7.2,71.8115
TZA,12,82.49,64.17,7.0,73.33
UKR,01,39.832580645161286,27.831935483870968,1.0,33.83225806451613
UKR,02,44.27310344827586,29.133448275862065,1.5517241379310345,36.70327586206896
UKR,03,55.12387096774195,35.5883870967742,2.6774193548387095,45.35612903225806
UKR,04,61.136,36.0895,4.5,48.612750000000005
UKR,12,36.98,24.52,1.0,30.75
URY,01,87.18709677419352,63.941935483870964,10.03225806451613,75.56451612903223
URY,02,87.13758620689657,63.64448275862069,10.310344827586206,75.39103448275863
URY,03,86.99935483870969,64.29387096774194,8.387096774193548,75.64661290322583
URY,04,74.2705,54.44599999999999,5.95,64.35824999999998
URY,12,84.88,69.18,9.0,77.03
USA,01,47.68152073732727,33.51419930875572,2.453917050691244,40.597860023041406
USA,02,48.907167487684774,32.685818965517385,3.5474137931034484,40.796493226600916
USA,03,58.34284562211966,41.659158986175065,4.922235023041475,50.00100230414741
USA,04,61.35794642857145,42.489848214285665,6.022321428571429,51.923897321428626
USA,12,47.291607142857124,33.46821428571429,2.1607142857142856,40.37991071428569
UZB,01,41.198709677419366,26.68387096774193,1.3548387096774193,33.94129032258065
UZB,02,50.84344827586209,34.576551724137936,2.6206896551724137,42.709999999999994
UZB,03,63.17322580645162,40.93516129032258,4.161290322580645,52.0541935483871
UZB,04,69.945,50.5355,5.35,60.24025000000002
UZB,12,47.72,29.52,1.0,38.62
VAT,01,59.21290322580646,39.62290322580646,1.5806451612903225,49.41790322580647
VAT,02,63.41310344827587,42.74379310344829,2.8275862068965516,53.07844827586206
VAT,03,62.89354838709677,42.33322580645161,3.935483870967742,52.613387096774204
VAT,04,68.9075,48.3035,5.55,58.60549999999999
VAT,12,57.35,33.51,2.0,45.43
VCT,01,82.64645161290322,77.39354838709677,8.096774193548388,80.02000000000001
VCT,02,82.30172413793105,76.8506896551724,9.551724137931034,79.57620689655172
VCT,03,81.98096774193552,76.41193548387095,10.870967741935484,79.19645161290323
VCT,04,83.28049999999999,78.28550000000001,9.65,80.78299999999999
VCT,12,83.8,77.4,9.0,80.6
VEN,01,87.3841935483871,67.56387096774193,9.709677419354838,77.47403225806453
VEN,02,90.06137931034482,69.27931034482759,10.03448275862069,79.67034482758622
VEN,03,90.51387096774194,69.85322580645158,11.0,80.18354838709676
VEN,04,88.491,69.84549999999999,9.25,79.16825000000003
VEN,12,87.02,69.34,9.0,78.18
VNM,01,68.39483870967744,54.50935483870965,6.483870967741935,61.452096774193556
VNM,02,71.4734482758621,55.135172413793114,8.862068965517242,63.3043103448276
VNM,03,80.92096774193548,61.451290322580654,9.419354838709678,71.18612903225807
VNM,04,79.035,61.25750000000001,7.35,70.14625000000002
VNM,12,64.79,58.1,5.0,61.44500000000001
ZAF,01,95.13838709677418,64.37870967741935,13.0,79.75854838709678
ZAF,02,90.05413793103449,64.31482758620692,10.793103448275861,77.18448275862069
ZAF,03,87.68645161290323,59.36225806451612,9.419354838709678,73.52435483870968
ZAF,04,80.0135,51.34599999999999,7.15,65.67975
ZAF,12,99.62,64.5,14.0,82.06
ZMB,01,78.22999999999999,63.190322580645166,7.935483870967742,70.71016129032257
ZMB,02,78.6948275862069,63.51344827586209,8.310344827586206,71.1041379310345
ZMB,03,78.43612903225807,61.83903225806451,8.290322580645162,70.1375806451613
ZMB,04,80.73,61.395500000000006,8.35,71.06274999999998
ZMB,12,81.38,65.88,6.0,73.63
